"Purchase_Amount","Time_Spent_on_Website","Number_of_products_browsed","Pictures","Shipping_Time","Review_rating","Find_website","Ease_of_purchase","Age","Device"
493.19,314,9,1.5,2.17,4.1,"Search_Engine",NA,46,"PC"
535.08,467,11,1.5,2.87,3.9,NA,5,39,"PC"
644.62,815,19,4.1,3.98,4.9,NA,3,40,"PC"
548.35,673,17,1.1,2.85,3.6,"Search_Engine",NA,46,"PC"
739.64,986,25,4,2.07,4.2,"Search_Engine",4,44,"PC"
609,962,22,2,3.3,3.3,NA,NA,38,"PC"
669.21,919,21,2.1,1.27,4.5,"Search_Engine",3,48,"PC"
737.28,1038,24,1.3,3.6,4.8,"Search_Engine",NA,47,"PC"
536.48,673,16,3.2,1.97,4.4,"Social_Media_Advertisement",3,33,"PC"
725.64,955,22,3.3,3.06,4.2,"Social_Media_Advertisement",4,45,"PC"
642.37,781,15,2.6,1.36,4.3,"Social_Media_Advertisement",4,48,"PC"
656.47,933,24,2.6,2.39,4.1,"Social_Media_Advertisement",NA,40,"PC"
750.79,1253,31,1.4,5.19,3.5,"Social_Media_Advertisement",4,46,"PC"
757.15,1244,29,5.3,4.6,3.9,NA,4,40,"PC"
663.61,986,22,4.7,1.17,3.7,"Social_Media_Advertisement",4,47,"PC"
602.11,871,20,2.9,3.79,4.2,"Social_Media_Advertisement",4,33,"PC"
624,853,21,2.6,3.36,3.8,"Search_Engine",3,42,"Mobile"
687,1152,25,3.1,3.22,3.3,"Search_Engine",4,47,"PC"
626.62,876,20,3.7,3.04,4,"Search_Engine",4,37,"PC"
561.78,582,14,2.7,2.53,3.2,"Social_Media_Advertisement",4,34,"PC"
496.4,501,12,3.2,3,4.5,NA,4,46,"Mobile"
691.8,1096,26,1.7,3.97,4.1,"Search_Engine",4,47,"PC"
452.01,579,15,2.4,2.74,4,"Friends_or_Family",3,60,"PC"
420.35,884,18,2.6,1.98,4.3,"Search_Engine",5,70,"Mobile"
689.9,1161,26,4,4.42,3.1,"Search_Engine",4,45,"PC"
534.32,404,12,2.4,3.69,3.5,"Social_Media_Advertisement",5,37,"PC"
601.76,1017,26,2.3,3.25,3.8,"Search_Engine",5,34,"PC"
621.84,624,14,2.3,3.79,4.7,"Search_Engine",4,46,"PC"
524.7,866,23,5.1,4.67,3.6,"Social_Media_Advertisement",5,56,"Mobile"
575.92,1022,25,1.8,1.95,3.9,NA,4,48,"Mobile"
611.86,532,13,1.9,2.86,4.5,"Search_Engine",NA,51,"PC"
594.02,576,13,4.2,1.27,3.8,"Search_Engine",4,41,"PC"
674.68,997,23,3.3,3.99,4.1,"Social_Media_Advertisement",5,50,"PC"
424.98,708,18,4.1,3.39,4.2,"Social_Media_Advertisement",5,65,"PC"
604.04,847,21,5.5,3.89,3.5,"Search_Engine",5,39,"Mobile"
603.43,750,17,1.6,4.06,3.8,"Search_Engine",5,52,"PC"
446.16,405,8,2.2,3.84,4.1,"Search_Engine",4,36,"PC"
567.98,589,14,2.3,3.35,4.1,"Search_Engine",NA,42,"PC"
464.5,534,13,2.4,4.02,3.6,"Friends_or_Family",4,56,"PC"
603.4,723,17,3.6,4.1,4.6,"Social_Media_Advertisement",5,48,"PC"
783.1,992,23,4.4,1.38,4.6,"Social_Media_Advertisement",4,47,"PC"
517.15,264,8,3.3,2.94,3.8,"Social_Media_Advertisement",4,46,"PC"
579.36,598,15,2.4,3.02,4,"Search_Engine",NA,43,"PC"
544.74,405,10,3.5,3.71,5,"Search_Engine",NA,39,"PC"
727.42,1317,28,4.2,2.65,4.2,"Search_Engine",3,47,"PC"
556.58,631,15,2.7,2.99,4.3,"Search_Engine",4,52,"Mobile"
535.55,1026,25,1.9,3.73,4.7,NA,4,23,"PC"
565.76,552,13,3.6,4.27,4.1,"Social_Media_Advertisement",4,43,"PC"
752.28,1648,40,2.2,1.15,4.7,"Search_Engine",3,58,"PC"
538.46,405,9,3.1,1.42,4.7,"Search_Engine",4,56,"PC"
623.97,938,24,2.6,3.39,4.8,"Social_Media_Advertisement",NA,59,"PC"
580.04,546,13,2.1,3.21,3.7,NA,3,46,"Mobile"
484.42,292,8,1.8,1.62,5,"Search_Engine",4,47,"Mobile"
591.87,927,25,2.6,3.36,4.2,"Search_Engine",4,59,"PC"
663.82,987,22,2.7,1.97,4.1,"Search_Engine",4,53,"PC"
548.09,628,16,2.5,3.66,4.2,"Social_Media_Advertisement",NA,37,"Mobile"
665.61,772,16,3.3,2,3.8,"Search_Engine",5,42,"PC"
754.43,1246,29,2.1,1.36,3.2,"Social_Media_Advertisement",4,46,"PC"
661.43,899,21,3,1.57,4.5,"Search_Engine",4,34,"PC"
380.7,180,2,3.4,3.84,4.1,"Search_Engine",4,58,"Mobile"
657.62,1099,24,4.2,3.72,4.1,"Search_Engine",4,34,"Mobile"
587.34,799,20,2.7,3.09,3.7,"Social_Media_Advertisement",NA,40,"PC"
602.57,1010,26,2.6,3.44,3.9,"Social_Media_Advertisement",3,51,"Mobile"
869.57,1764,40,2.6,1.3,4.7,"Search_Engine",5,49,"Mobile"
671.82,1087,26,3.2,3.36,4.4,"Search_Engine",4,39,"Mobile"
723.43,1078,24,3,5.64,4.5,"Social_Media_Advertisement",4,38,"PC"
566.69,611,15,3.7,2.21,3.7,"Search_Engine",4,48,"PC"
675.28,1405,30,3.2,3.35,4.3,"Search_Engine",4,45,"Mobile"
495.82,855,20,4.6,2.61,3.9,"Search_Engine",4,61,"PC"
606.08,696,16,2,2.99,4.3,"Search_Engine",3,40,"Mobile"
586.74,602,13,4.3,2.14,4.5,"Other",4,51,"PC"
556.5,678,16,4.2,2.67,4.6,"Social_Media_Advertisement",4,31,"Mobile"
579.57,667,15,3.5,3.6,4.7,"Search_Engine",4,36,"PC"
475.2,412,12,4,2.9,3.9,"Search_Engine",4,34,"Mobile"
507.38,818,18,2.4,3.87,3.3,"Social_Media_Advertisement",NA,55,"PC"
672.16,1000,22,2.1,2.41,4.2,"Search_Engine",4,44,"PC"
655.16,881,22,2.3,4.27,5,"Search_Engine",4,53,"PC"
460.92,463,13,2.5,2.47,3.9,"Search_Engine",4,59,"Mobile"
608.3,717,19,2.6,3.69,3.9,"Search_Engine",4,52,"Mobile"
483.49,720,16,2.7,3.13,4.5,NA,3,62,"PC"
743.04,1147,30,2.2,4.31,5,"Search_Engine",3,49,"PC"
529.3,518,12,3,2.61,4.3,"Search_Engine",5,54,"Mobile"
550.28,599,18,4.5,2.78,3.9,"Search_Engine",4,39,"PC"
678.71,1350,32,3.8,3.21,4.3,"Friends_or_Family",4,27,"PC"
718.75,1060,23,2.3,1.71,4,"Search_Engine",4,50,"PC"
651.93,1121,25,2.5,4.15,3.7,"Search_Engine",4,41,"PC"
486.04,522,15,2.7,3.25,4.2,"Social_Media_Advertisement",4,57,"Mobile"
672.3,934,21,4.2,3.81,3.8,"Search_Engine",4,51,"PC"
410.15,247,9,3.4,2.45,4.9,"Search_Engine",4,29,"PC"
376.91,212,4,3.2,3.53,4.3,"Search_Engine",4,59,"PC"
683.67,911,19,4.4,2.53,4,"Search_Engine",4,48,"Mobile"
581.77,971,24,2.2,2.27,3.9,"Social_Media_Advertisement",3,53,"Mobile"
558.33,937,20,3.5,3.37,4.7,"Social_Media_Advertisement",3,61,"PC"
555.34,1174,26,1.8,2.84,3.6,"Social_Media_Advertisement",3,57,"Mobile"
608.7,674,14,4,4.43,4.2,"Search_Engine",5,44,"PC"
687.34,982,22,3.3,5.03,4.2,"Social_Media_Advertisement",3,52,"PC"
662.34,868,20,3.1,4.12,4.6,"Social_Media_Advertisement",4,31,"Mobile"
535.14,554,9,2.2,3.71,4,"Search_Engine",4,46,"PC"
743.05,1493,35,1.7,1.99,4.1,NA,4,55,"Mobile"
661.16,1042,26,2.3,2.89,3.7,"Search_Engine",3,43,"Mobile"
505.76,1097,23,2.8,1,3.9,"Search_Engine",5,22,"PC"
748.07,1551,33,2,3.34,3.5,"Social_Media_Advertisement",3,53,"PC"
439.96,500,10,2,3.5,3.3,NA,4,57,"PC"
679.64,1018,24,3.4,1.86,4.3,"Search_Engine",4,42,"PC"
545.48,742,19,3.2,2.99,3.9,"Social_Media_Advertisement",4,51,"Mobile"
623.82,830,20,2.7,3.2,3.4,"Search_Engine",4,49,"PC"
558.18,1106,26,3.1,4.74,3.9,"Search_Engine",3,60,"Mobile"
644.6,883,20,1.5,4.8,3,"Search_Engine",4,49,"PC"
551.48,604,15,3.3,4.8,3.7,"Social_Media_Advertisement",4,48,"PC"
285.01,814,21,1.3,4.1,3.8,"Friends_or_Family",NA,72,"Mobile"
655.7,1230,29,4.3,4.34,3,"Social_Media_Advertisement",4,36,"PC"
537.51,827,20,1.5,3.22,3,"Search_Engine",4,42,"PC"
598.74,850,18,2.5,3.82,3.8,"Friends_or_Family",4,33,"PC"
629.16,1206,28,1.4,3.02,3.8,"Search_Engine",4,41,"Mobile"
651.16,1063,21,4.4,1.64,4,"Friends_or_Family",4,57,"PC"
490.28,180,4,2.7,2.09,4.2,"Search_Engine",NA,46,"PC"
647.86,833,21,4.3,3.6,4.3,"Search_Engine",NA,35,"PC"
772.25,1269,27,2.4,1.36,3.6,"Social_Media_Advertisement",5,41,"PC"
650.72,882,21,1.8,1.89,3.8,"Social_Media_Advertisement",4,36,"PC"
726.3,1270,27,2.9,3.07,4.2,"Social_Media_Advertisement",4,41,"PC"
544.44,914,22,3.9,2.07,4.5,"Social_Media_Advertisement",4,23,"Mobile"
680.38,930,20,2.9,3.73,4.3,"Search_Engine",5,50,"PC"
581.42,1071,25,2.7,1.82,2.4,"Search_Engine",3,33,"Mobile"
577.22,937,23,4,3.16,3.9,"Search_Engine",3,56,"PC"
592.42,1058,26,3.2,3.88,4.1,"Search_Engine",NA,36,"PC"
618.39,1149,25,4.1,2.84,3.4,"Search_Engine",4,52,"PC"
653.72,967,21,3.8,2.54,3.7,"Search_Engine",4,38,"PC"
627.58,1176,25,1.4,1.82,3.8,"Social_Media_Advertisement",NA,50,"PC"
485.83,379,8,3.2,2.55,4,"Search_Engine",4,53,"Mobile"
722.34,1074,22,3,2.92,3.8,"Search_Engine",NA,46,"PC"
662.54,836,20,4.8,4.45,4.4,"Friends_or_Family",4,48,"PC"
687.47,1237,32,2.7,2.69,3.7,"Friends_or_Family",4,47,"PC"
495.84,793,19,4.2,3.3,3.5,"Social_Media_Advertisement",4,51,"PC"
596.24,760,18,4.8,2.66,4.3,"Search_Engine",3,37,"PC"
550.74,596,15,3.4,1.94,3.8,"Search_Engine",4,47,"PC"
611.32,636,15,4.1,3.02,3.6,"Search_Engine",4,46,"Mobile"
663.7,792,20,3.5,1.64,3.6,"Friends_or_Family",4,42,"Mobile"
453.85,334,4,4.1,2.73,3.6,"Search_Engine",NA,46,"PC"
627.06,832,21,3.4,4.12,4.5,"Social_Media_Advertisement",4,46,"PC"
677.96,1039,24,3.9,2.48,4,"Social_Media_Advertisement",4,53,"PC"
667.74,946,21,2.3,3.85,5,"Social_Media_Advertisement",3,53,"PC"
591.8,611,15,3.5,1.59,4.6,"Search_Engine",5,53,"PC"
698.96,989,21,1.1,2.72,4.8,NA,NA,49,"PC"
680,1134,25,3.2,4.98,3.1,"Social_Media_Advertisement",4,48,"PC"
502.43,370,9,2.5,1.98,3.8,"Social_Media_Advertisement",3,52,"PC"
507.44,507,12,2.4,3.8,3.7,"Search_Engine",3,42,"PC"
533.37,521,15,1.3,2.57,3.8,"Social_Media_Advertisement",3,56,"PC"
438.85,947,22,3,1.76,4,"Friends_or_Family",3,22,"PC"
291.86,873,22,4,2.6,3.1,"Search_Engine",4,71,"Mobile"
685.05,1283,29,3,3.23,3.6,"Social_Media_Advertisement",4,32,"PC"
666.46,1083,27,1.4,1.92,4,"Social_Media_Advertisement",4,48,"PC"
291.7,1326,29,3.9,2.34,4.9,"Search_Engine",4,78,"Mobile"
537.68,838,18,1.3,2.61,2.3,"Social_Media_Advertisement",4,42,"PC"
592.65,1009,27,1.2,3.91,3.7,"Search_Engine",4,58,"PC"
764.3,1525,35,4.3,2.33,4.1,"Search_Engine",4,52,"PC"
723.46,1346,32,2.2,3.65,3.8,"Search_Engine",4,50,"Mobile"
554.4,661,16,2.7,2.31,3.8,"Search_Engine",4,47,"Mobile"
655.62,1105,27,3,2.89,3.7,"Search_Engine",NA,36,"PC"
517.74,409,11,3.1,2.76,4,"Search_Engine",4,50,"PC"
622.52,873,17,5.2,5.82,4.3,"Search_Engine",4,36,"PC"
617.68,891,23,1.9,4,4.4,"Search_Engine",NA,40,"PC"
869.87,-999,-999,3.1,3.45,4.1,"Social_Media_Advertisement",4,48,"PC"
670.23,1022,26,3.4,3.89,3.8,"Search_Engine",5,51,"PC"
526.52,572,14,2.8,3.19,3.9,"Search_Engine",5,55,"PC"
511.82,328,12,3.2,1.79,4.3,"Search_Engine",4,33,"PC"
593.66,1043,24,2.3,2.08,4.9,"Search_Engine",4,39,"Mobile"
629.05,915,22,2.8,2.86,4.2,"Search_Engine",5,59,"PC"
683.13,1125,23,4.2,4.11,4.2,"Social_Media_Advertisement",4,52,"PC"
632.02,907,22,1.9,2.7,4.2,"Friends_or_Family",3,52,"Mobile"
504.92,543,16,6.1,2,4.2,"Social_Media_Advertisement",4,61,"Mobile"
524.18,587,14,3.3,5.16,3.4,"Search_Engine",4,43,"PC"
630.07,880,22,2.1,3.63,4.1,"Friends_or_Family",4,47,"PC"
609.53,1047,27,4.1,2.03,3.9,"Search_Engine",3,37,"PC"
279.52,619,14,4.2,2.7,4.1,"Search_Engine",4,71,"PC"
546.96,566,14,2.3,2.8,4.3,"Social_Media_Advertisement",4,40,"PC"
653.38,917,21,3.8,3.68,4,"Friends_or_Family",4,43,"PC"
732.74,1157,29,2.3,2.64,3.8,"Friends_or_Family",5,44,"PC"
563.07,-999,-999,4.6,2.34,3.4,"Search_Engine",4,48,"PC"
683.48,933,20,3.3,2.95,3.9,"Search_Engine",4,56,"Mobile"
615.52,834,21,3.4,1.95,4,"Social_Media_Advertisement",4,44,"PC"
349.09,415,12,2.5,4.18,4.7,"Search_Engine",4,63,"Mobile"
682.46,1030,22,4.8,3.93,4.1,"Search_Engine",NA,50,"PC"
587.55,692,16,1,1.97,5,"Friends_or_Family",4,32,"Mobile"
532.71,608,15,4.6,1.47,4.5,NA,4,44,"PC"
653.8,705,16,2.9,3.67,4.8,"Social_Media_Advertisement",3,40,"PC"
577.01,533,12,1.4,3.88,3.5,"Social_Media_Advertisement",4,47,"PC"
415.95,1197,27,4.1,4.27,3.3,"Friends_or_Family",4,70,"PC"
266.19,905,21,3,3.9,3.7,"Search_Engine",4,69,"PC"
703.04,1135,27,1.6,2.42,3.9,"Search_Engine",NA,42,"PC"
592.07,872,19,3,3.63,3.5,"Search_Engine",3,57,"PC"
118.06,591,15,4.6,2.48,3.9,"Social_Media_Advertisement",4,12,"Mobile"
695.61,1099,24,2.8,2.81,3.8,"Search_Engine",2,51,"PC"
454.91,635,14,1.6,3.41,4.2,"Search_Engine",NA,55,"Mobile"
591.27,851,20,2.7,2.75,4.2,"Search_Engine",NA,54,"PC"
618.29,892,22,2.4,4.07,4.1,"Search_Engine",5,40,"PC"
664.02,1368,34,2.8,2.36,4,NA,5,28,"PC"
505.08,399,9,1.7,1.65,4,"Search_Engine",4,33,"PC"
518.03,631,17,2.9,3.99,3.8,"Social_Media_Advertisement",4,33,"PC"
491.15,597,13,2.8,4.1,3.5,"Search_Engine",4,44,"Mobile"
509.4,537,14,3.4,1.98,3.8,"Search_Engine",4,45,"Mobile"
659.26,1158,28,3.9,2.48,4.2,"Other",4,44,"PC"
671.69,1201,31,3.9,3.55,4.3,"Search_Engine",4,51,"PC"
524.85,577,13,2.7,3.65,4,"Social_Media_Advertisement",NA,53,"PC"
658.08,775,19,2.5,3.26,4.1,"Social_Media_Advertisement",4,45,"PC"
596.76,657,14,3.6,1.36,4.6,"Search_Engine",5,41,"Mobile"
536.56,471,12,2.1,2.65,4.4,"Search_Engine",4,38,"PC"
671.76,951,21,4,3.43,3.7,"Search_Engine",4,44,"PC"
660.44,811,19,3.8,1.77,4,"Social_Media_Advertisement",4,39,"PC"
503.08,596,16,3.8,1.99,4.4,"Social_Media_Advertisement",4,55,"Mobile"
550.17,528,16,2.4,1.32,3.7,"Search_Engine",4,48,"PC"
564.1,574,13,3,1.73,4.4,"Search_Engine",4,50,"PC"
607.87,909,23,3.9,2.19,3.1,"Search_Engine",5,39,"PC"
624.58,1179,28,6.3,2.73,3.8,"Search_Engine",4,33,"Mobile"
524.11,652,18,2,4.52,4.1,"Search_Engine",4,32,"Mobile"
618.2,984,24,2.9,1.98,3.9,"Social_Media_Advertisement",4,52,"Mobile"
543.66,862,18,3,3.1,4.1,"Search_Engine",4,32,"PC"
571.89,750,19,1.1,1.61,3.9,"Social_Media_Advertisement",NA,54,"Mobile"
610.13,990,23,3.1,2.17,3.7,"Social_Media_Advertisement",3,39,"PC"
574.71,358,10,3.8,2.58,4.8,"Friends_or_Family",4,46,"PC"
553.34,628,12,3.2,2.36,4.4,"Search_Engine",4,50,"PC"
573.64,838,19,1.1,4.74,4.6,"Social_Media_Advertisement",4,55,"PC"
664.62,1215,31,3.2,2.87,4.2,"Search_Engine",NA,61,"PC"
422.24,595,13,1.9,3,4,"Search_Engine",NA,65,"PC"
392.82,211,7,4.1,2.63,4,"Search_Engine",4,37,"PC"
336.1,1189,24,2.4,2.91,4.6,"Social_Media_Advertisement",4,72,"Mobile"
664.82,988,24,2.7,3.51,2.9,"Search_Engine",4,54,"PC"
674.89,986,21,3.6,4,3.5,"Search_Engine",NA,51,"PC"
606.38,922,21,4,2.48,3.8,"Search_Engine",4,56,"PC"
637.09,939,23,1.9,5.63,4.4,"Social_Media_Advertisement",5,34,"Mobile"
594.96,696,17,4.7,3.52,4.2,"Search_Engine",4,39,"PC"
573.89,385,8,2.4,4.78,4.4,"Search_Engine",4,44,"PC"
784.04,1255,30,4.1,2.45,4.8,"Social_Media_Advertisement",4,40,"PC"
564.16,1216,29,2.5,4.42,3.2,"Search_Engine",4,29,"PC"
654.17,1100,25,1.8,4.1,3.8,"Social_Media_Advertisement",4,50,"PC"
399.3,324,8,3.3,2.81,3.2,"Social_Media_Advertisement",4,38,"Mobile"
400.92,252,6,2.5,2.29,4.1,"Search_Engine",4,27,"Mobile"
583.67,743,17,2.9,2.49,3.4,"Search_Engine",4,47,"PC"
490.42,941,24,3.3,3.2,3.4,"Search_Engine",4,25,"PC"
725.15,1469,34,3.8,4.25,4.4,"Search_Engine",NA,32,"PC"
586.86,689,15,3.9,1.59,3.5,"Search_Engine",4,46,"Mobile"
800.86,1471,37,3.4,1.42,4,"Search_Engine",NA,39,"PC"
777.1,1048,25,3.5,3.46,4.6,"Social_Media_Advertisement",5,55,"PC"
612.72,960,24,4.3,3.4,4.1,"Search_Engine",3,35,"Mobile"
674.38,963,22,3.4,2.31,4.3,"Social_Media_Advertisement",4,54,"PC"
740.38,1098,26,2.3,2.56,4.6,"Search_Engine",3,49,"PC"
777.62,1165,28,2.9,3.17,4.5,"Friends_or_Family",4,49,"PC"
512.09,705,18,2.1,3.69,3.2,"Search_Engine",4,55,"PC"
439.12,768,20,2.7,1.99,3.7,"Social_Media_Advertisement",4,64,"Mobile"
548.94,354,9,1.4,1.2,3.5,"Social_Media_Advertisement",4,46,"PC"
413.22,438,9,4.5,3.42,3.8,"Search_Engine",3,63,"PC"
675.93,1031,22,1.8,3.18,4.3,"Friends_or_Family",4,42,"Mobile"
594.34,757,18,2.3,3.37,3.5,"Search_Engine",4,46,"Mobile"
676.06,984,22,4.6,2.44,4.3,"Social_Media_Advertisement",4,52,"PC"
721.08,1304,31,3.1,1.16,3.4,"Search_Engine",4,40,"PC"
597.07,801,19,3.5,2.67,3.8,"Social_Media_Advertisement",4,53,"Mobile"
675.61,1028,22,1.8,2.35,4.5,"Search_Engine",4,56,"PC"
570.6,590,16,4.2,4.02,4.6,"Search_Engine",4,39,"PC"
702.3,1432,35,2.6,2.26,3.7,"Search_Engine",5,55,"PC"
557.28,784,17,4.4,1.36,4.3,"Search_Engine",NA,53,"PC"
551.06,513,12,3.3,1.36,4.7,"Search_Engine",3,49,"PC"
727.77,1072,26,2,3.11,4.2,"Social_Media_Advertisement",4,44,"Mobile"
571.32,967,21,3.5,1.79,3.7,"Search_Engine",4,53,"PC"
520.82,1011,22,2.2,2.22,3.2,"Search_Engine",4,30,"Mobile"
566.7,588,16,2.3,3.22,3.9,"Search_Engine",NA,45,"PC"
619.76,873,19,4.9,3.39,4.2,"Search_Engine",4,37,"PC"
595.07,823,20,4.1,2.58,4.4,"Search_Engine",5,34,"PC"
744.88,1180,26,3.9,3.43,4.3,"Social_Media_Advertisement",5,42,"PC"
588.4,709,17,1.5,1.36,4.1,"Search_Engine",4,39,"Mobile"
762.5,1162,25,3.3,2.61,4,"Friends_or_Family",4,49,"PC"
562.79,494,12,4.5,2.24,3.8,"Search_Engine",4,45,"PC"
545.4,863,19,3.7,5.32,3.2,NA,NA,26,"PC"
420.46,231,8,3.8,4.06,3.4,"Social_Media_Advertisement",4,49,"PC"
642.78,816,19,3.4,2.32,4.4,"Friends_or_Family",NA,30,"PC"
611.44,890,23,2,2.76,4.3,"Search_Engine",4,31,"PC"
643.38,1001,22,2,1.15,3.8,"Search_Engine",3,46,"PC"
599.32,909,20,4.5,2.25,4.1,"Social_Media_Advertisement",3,39,"Mobile"
653.28,860,23,2.5,1.36,4.5,NA,3,51,"PC"
655.64,997,23,1.8,2.92,3.6,"Search_Engine",4,45,"PC"
599.43,825,21,3.6,2.15,4.3,"Search_Engine",4,53,"PC"
616.12,866,22,3.1,3.21,4.1,"Search_Engine",4,33,"PC"
533.46,479,10,3.6,2.64,3.8,"Search_Engine",4,46,"PC"
562.22,871,22,3,3.44,3.7,"Social_Media_Advertisement",4,58,"PC"
682.57,1058,25,3.2,1.72,3.8,"Social_Media_Advertisement",3,38,"PC"
424.36,532,14,3.4,2.79,4,NA,3,61,"PC"
677.4,888,21,1.9,4.13,4.2,"Search_Engine",4,53,"PC"
481.02,773,18,3.7,3.29,3.4,"Search_Engine",NA,28,"PC"
667.58,1119,27,3.8,3.72,3.5,"Search_Engine",4,51,"Mobile"
424.98,895,23,2.8,2.45,4.6,"Search_Engine",3,65,"PC"
355.4,447,9,3,3.46,3.3,"Search_Engine",NA,62,"Mobile"
722.99,1478,34,2,3.58,4.5,"Other",4,49,"Mobile"
718.14,1134,25,2.8,2.52,5,"Social_Media_Advertisement",5,39,"PC"
707.37,1214,32,2.5,2.32,3.6,"Search_Engine",4,42,"PC"
704.62,1147,25,2.9,2.36,4.1,"Search_Engine",5,53,"PC"
630.56,697,15,2.3,3.36,5,"Friends_or_Family",4,33,"PC"
499.84,554,13,2.4,2.39,3.4,"Search_Engine",4,40,"PC"
634.41,844,19,2.5,3.38,4.4,"Friends_or_Family",4,40,"PC"
399.18,279,6,2.8,3.32,3.8,"Search_Engine",3,33,"PC"
168.76,683,16,4.2,2.19,3.9,"Friends_or_Family",4,76,"Mobile"
516.07,180,5,3.3,1.8,5,"Social_Media_Advertisement",4,43,"PC"
738.98,917,21,1.5,2.94,4.4,"Search_Engine",4,42,"PC"
414.56,476,9,3.3,3.47,3.7,"Search_Engine",4,63,"PC"
623.63,616,16,4,4.13,4.8,"Social_Media_Advertisement",4,29,"Mobile"
546.66,1022,26,3.5,2.46,4.2,"Search_Engine",3,64,"PC"
544.2,790,18,3.3,3.47,3.6,"Search_Engine",4,56,"PC"
770.6,1360,33,1.4,3.45,3.9,"Social_Media_Advertisement",4,45,"PC"
593.3,1022,26,2.7,3.54,4.8,"Search_Engine",4,57,"Mobile"
489.46,916,21,3.7,3,3.7,"Social_Media_Advertisement",3,27,"PC"
641.07,952,23,3.4,3.59,3.8,NA,4,45,"Mobile"
627.88,908,20,3.2,3.51,4,"Search_Engine",4,41,"PC"
609.5,1074,25,3,1.36,3.7,"Search_Engine",3,47,"Mobile"
582.84,684,15,2.7,2.09,3.8,"Social_Media_Advertisement",4,44,"PC"
507.56,180,2,3,1.31,4,"Social_Media_Advertisement",3,51,"PC"
507.98,265,6,2.8,2.47,4.1,"Search_Engine",NA,39,"PC"
648.82,1059,25,3.9,3.62,3.8,"Search_Engine",5,55,"PC"
403.76,303,8,2.8,3.12,4.2,"Social_Media_Advertisement",3,26,"PC"
460.62,738,19,2.1,2.49,4.8,"Search_Engine",NA,62,"Mobile"
687.38,937,26,3.1,2.54,3.9,"Other",NA,43,"Mobile"
682.98,1157,27,2.8,2.82,3.4,"Search_Engine",5,50,"Mobile"
805.94,1414,32,3.7,3.7,4.4,"Social_Media_Advertisement",4,56,"PC"
530.87,548,14,2,1.36,3.5,"Social_Media_Advertisement",4,39,"PC"
523.46,681,18,3.5,4.22,4.4,"Search_Engine",3,31,"PC"
423.8,505,13,2.8,4.33,3.4,"Search_Engine",4,54,"Mobile"
605.43,928,24,4,3.06,4.4,"Search_Engine",4,57,"Mobile"
578.74,661,14,3,3.86,4.4,"Search_Engine",4,42,"PC"
477.52,718,17,3.4,1,3.8,"Social_Media_Advertisement",4,27,"PC"
590.12,868,20,4.5,2.16,3.4,"Social_Media_Advertisement",4,30,"PC"
651.13,828,16,1.7,3.13,3.9,"Social_Media_Advertisement",4,40,"Mobile"
699.22,1073,24,2.3,2.13,3.4,"Search_Engine",4,41,"Mobile"
601,765,18,3.3,1.78,3.5,"Social_Media_Advertisement",NA,48,"Mobile"
479.39,760,20,3.7,3.19,3,"Friends_or_Family",4,55,"Mobile"
568.42,943,21,2.8,4.33,4.1,"Social_Media_Advertisement",3,60,"PC"
610.84,624,16,1.7,2.44,4,NA,4,50,"Mobile"
647.8,1148,28,3.5,2.41,2.7,"Social_Media_Advertisement",5,50,"PC"
744,1084,25,1.8,3.54,5,"Search_Engine",4,46,"PC"
519.47,473,10,2.9,3.41,3.7,"Social_Media_Advertisement",4,49,"Mobile"
639.3,913,21,3.8,4.03,4.7,"Search_Engine",4,53,"PC"
678.66,878,20,4.2,4.98,4.3,"Search_Engine",4,48,"PC"
445.35,812,18,4.2,3,3.3,"Search_Engine",NA,61,"Mobile"
496.65,-999,-999,1.9,1.78,4.9,"Social_Media_Advertisement",5,61,"PC"
603.32,897,23,2.7,2.91,3.8,"Social_Media_Advertisement",4,51,"Mobile"
571.72,480,10,2.1,1.99,4.1,"Search_Engine",4,52,"PC"
615.08,934,23,2.7,3.26,3.4,"Social_Media_Advertisement",NA,51,"PC"
495.3,516,12,1.9,2.76,3.2,"Social_Media_Advertisement",5,48,"Mobile"
472.88,462,9,3.4,1.74,4,"Search_Engine",4,39,"Mobile"
759.96,1351,30,2.6,3.06,3.8,"Search_Engine",3,45,"PC"
615.94,698,18,2,3.38,4.4,"Search_Engine",NA,43,"PC"
564.42,436,8,2.1,3.69,3.9,"Social_Media_Advertisement",NA,49,"PC"
809.48,1441,33,3.3,2.71,4.3,NA,5,44,"PC"
554.21,600,16,1.4,2.95,3.4,"Search_Engine",5,46,"PC"
461.38,619,15,2.7,4.36,3.7,"Search_Engine",4,26,"Mobile"
664.4,1001,23,2.2,3.32,3.6,"Social_Media_Advertisement",4,46,"PC"
525.71,1209,30,2.7,1.01,3.4,"Social_Media_Advertisement",4,22,"PC"
563.92,571,11,2.8,3.64,4,"Search_Engine",4,45,"PC"
664.02,1156,27,2,1.78,3.8,"Search_Engine",NA,37,"PC"
552.95,734,18,3.8,2.52,4.2,"Search_Engine",3,55,"PC"
671.18,1178,27,3.4,4.09,3.8,"Search_Engine",4,52,"PC"
491.4,460,12,1.8,3.44,4.2,"Social_Media_Advertisement",4,45,"PC"
529.48,467,11,2.7,2.18,3.7,"Search_Engine",5,55,"PC"
556.73,180,5,3.2,2.95,4.8,"Search_Engine",5,49,"PC"
